TiempoKey;Fecha;Mes;Dia;Anio
10820;20-09-2018;9;20;2018
10821;21-09-2018;9;21;2018
10822;22-09-2018;9;22;2018
10823;23-09-2018;9;23;2018
10824;24-09-2018;9;24;2018
10825;25-09-2018;9;25;2018
10826;26-09-2018;9;26;2018
10827;27-09-2018;9;27;2018
10828;28-09-2018;9;28;2018
10829;29-09-2018;9;29;2018
10830;30-09-2018;9;30;2018
10901;01-10-2018;10;1;2018
10902;02-10-2018;10;2;2018
10903;03-10-2018;10;3;2018
10904;04-10-2018;10;4;2018
10905;05-10-2018;10;5;2018
10906;06-10-2018;10;6;2018
10907;07-10-2018;10;7;2018
10908;08-10-2018;10;8;2018
10909;09-10-2018;10;9;2018
10910;10-10-2018;10;10;2018
10911;11-10-2018;10;11;2018
10912;12-10-2018;10;12;2018
10913;13-10-2018;10;13;2018
10914;14-10-2018;10;14;2018
10915;15-10-2018;10;15;2018
10916;16-10-2018;10;16;2018
10917;17-10-2018;10;17;2018
10918;18-10-2018;10;18;2018
10919;19-10-2018;10;19;2018
10920;20-10-2018;10;20;2018
10921;21-10-2018;10;21;2018
10922;22-10-2018;10;22;2018
10923;23-10-2018;10;23;2018
10924;24-10-2018;10;24;2018
10925;25-10-2018;10;25;2018
10926;26-10-2018;10;26;2018
10927;27-10-2018;10;27;2018
10928;28-10-2018;10;28;2018
10929;29-10-2018;10;29;2018
10930;30-10-2018;10;30;2018
10931;31-10-2018;10;31;2018
11001;01-11-2018;11;1;2018
11002;02-11-2018;11;2;2018
11003;03-11-2018;11;3;2018
11004;04-11-2018;11;4;2018
11005;05-11-2018;11;5;2018
11006;06-11-2018;11;6;2018
11007;07-11-2018;11;7;2018
11008;08-11-2018;11;8;2018
11009;09-11-2018;11;9;2018
11010;10-11-2018;11;10;2018
11011;11-11-2018;11;11;2018
11012;12-11-2018;11;12;2018
11013;13-11-2018;11;13;2018
11014;14-11-2018;11;14;2018
11015;15-11-2018;11;15;2018
11016;16-11-2018;11;16;2018
11017;17-11-2018;11;17;2018
11018;18-11-2018;11;18;2018
11019;19-11-2018;11;19;2018
11020;20-11-2018;11;20;2018
11021;21-11-2018;11;21;2018
11022;22-11-2018;11;22;2018
11023;23-11-2018;11;23;2018
11024;24-11-2018;11;24;2018
11025;25-11-2018;11;25;2018
11026;26-11-2018;11;26;2018
11027;27-11-2018;11;27;2018
11028;28-11-2018;11;28;2018
11029;29-11-2018;11;29;2018
11030;30-11-2018;11;30;2018
11101;01-12-2018;12;1;2018
11102;02-12-2018;12;2;2018
11103;03-12-2018;12;3;2018
11104;04-12-2018;12;4;2018
11105;05-12-2018;12;5;2018
11106;06-12-2018;12;6;2018
11107;07-12-2018;12;7;2018
11108;08-12-2018;12;8;2018
11109;09-12-2018;12;9;2018
11110;10-12-2018;12;10;2018
11111;11-12-2018;12;11;2018
11112;12-12-2018;12;12;2018
11113;13-12-2018;12;13;2018
11114;14-12-2018;12;14;2018
11115;15-12-2018;12;15;2018
11116;16-12-2018;12;16;2018
11117;17-12-2018;12;17;2018
11118;18-12-2018;12;18;2018
11119;19-12-2018;12;19;2018
11120;20-12-2018;12;20;2018
11121;21-12-2018;12;21;2018
11122;22-12-2018;12;22;2018
11123;23-12-2018;12;23;2018
11124;24-12-2018;12;24;2018
11125;25-12-2018;12;25;2018
11126;26-12-2018;12;26;2018
11127;27-12-2018;12;27;2018
11128;28-12-2018;12;28;2018
11129;29-12-2018;12;29;2018
11130;30-12-2018;12;30;2018
11131;31-12-2018;12;31;2018
20001;01-01-2019;1;1;2019
20002;02-01-2019;1;2;2019
20003;03-01-2019;1;3;2019
20004;04-01-2019;1;4;2019
20005;05-01-2019;1;5;2019
20006;06-01-2019;1;6;2019
20007;07-01-2019;1;7;2019
20008;08-01-2019;1;8;2019
20009;09-01-2019;1;9;2019
20010;10-01-2019;1;10;2019
20011;11-01-2019;1;11;2019
20012;12-01-2019;1;12;2019
20013;13-01-2019;1;13;2019
20014;14-01-2019;1;14;2019
20015;15-01-2019;1;15;2019
20016;16-01-2019;1;16;2019
20017;17-01-2019;1;17;2019
20018;18-01-2019;1;18;2019
20019;19-01-2019;1;19;2019
20020;20-01-2019;1;20;2019
20021;21-01-2019;1;21;2019
20022;22-01-2019;1;22;2019
20023;23-01-2019;1;23;2019
20024;24-01-2019;1;24;2019
20025;25-01-2019;1;25;2019
20026;26-01-2019;1;26;2019
20027;27-01-2019;1;27;2019
20028;28-01-2019;1;28;2019
20029;29-01-2019;1;29;2019
20030;30-01-2019;1;30;2019
20031;31-01-2019;1;31;2019
20101;01-02-2019;2;1;2019
20102;02-02-2019;2;2;2019
20103;03-02-2019;2;3;2019
20104;04-02-2019;2;4;2019
20105;05-02-2019;2;5;2019
20106;06-02-2019;2;6;2019
20107;07-02-2019;2;7;2019
20108;08-02-2019;2;8;2019
20109;09-02-2019;2;9;2019
20110;10-02-2019;2;10;2019
20111;11-02-2019;2;11;2019
20112;12-02-2019;2;12;2019
20113;13-02-2019;2;13;2019
20114;14-02-2019;2;14;2019
20115;15-02-2019;2;15;2019
20116;16-02-2019;2;16;2019
20117;17-02-2019;2;17;2019
20118;18-02-2019;2;18;2019
20119;19-02-2019;2;19;2019
20120;20-02-2019;2;20;2019
20121;21-02-2019;2;21;2019
20122;22-02-2019;2;22;2019
20123;23-02-2019;2;23;2019
20124;24-02-2019;2;24;2019
20125;25-02-2019;2;25;2019
20126;26-02-2019;2;26;2019
20127;27-02-2019;2;27;2019
20128;28-02-2019;2;28;2019
20201;01-03-2019;3;1;2019
20202;02-03-2019;3;2;2019
20203;03-03-2019;3;3;2019
20204;04-03-2019;3;4;2019
20205;05-03-2019;3;5;2019
20206;06-03-2019;3;6;2019
20207;07-03-2019;3;7;2019
20208;08-03-2019;3;8;2019
20209;09-03-2019;3;9;2019
20210;10-03-2019;3;10;2019
20211;11-03-2019;3;11;2019
20212;12-03-2019;3;12;2019
20213;13-03-2019;3;13;2019
20214;14-03-2019;3;14;2019
20215;15-03-2019;3;15;2019
20216;16-03-2019;3;16;2019
20217;17-03-2019;3;17;2019
20218;18-03-2019;3;18;2019
20219;19-03-2019;3;19;2019
20220;20-03-2019;3;20;2019
20221;21-03-2019;3;21;2019
20222;22-03-2019;3;22;2019
20223;23-03-2019;3;23;2019
20224;24-03-2019;3;24;2019
20225;25-03-2019;3;25;2019
20226;26-03-2019;3;26;2019
20227;27-03-2019;3;27;2019
20228;28-03-2019;3;28;2019
20229;29-03-2019;3;29;2019
20230;30-03-2019;3;30;2019
20231;31-03-2019;3;31;2019
20301;01-04-2019;4;1;2019
20302;02-04-2019;4;2;2019
20303;03-04-2019;4;3;2019
20304;04-04-2019;4;4;2019
20305;05-04-2019;4;5;2019
20306;06-04-2019;4;6;2019
20307;07-04-2019;4;7;2019
20308;08-04-2019;4;8;2019
20309;09-04-2019;4;9;2019
20310;10-04-2019;4;10;2019
20311;11-04-2019;4;11;2019
20312;12-04-2019;4;12;2019
20313;13-04-2019;4;13;2019
20314;14-04-2019;4;14;2019
20315;15-04-2019;4;15;2019
20316;16-04-2019;4;16;2019
20317;17-04-2019;4;17;2019
20318;18-04-2019;4;18;2019
20319;19-04-2019;4;19;2019
20320;20-04-2019;4;20;2019
20321;21-04-2019;4;21;2019
20322;22-04-2019;4;22;2019
20323;23-04-2019;4;23;2019
20324;24-04-2019;4;24;2019
20325;25-04-2019;4;25;2019
20326;26-04-2019;4;26;2019
20327;27-04-2019;4;27;2019
20328;28-04-2019;4;28;2019
20329;29-04-2019;4;29;2019
20330;30-04-2019;4;30;2019
20401;01-05-2019;5;1;2019
20402;02-05-2019;5;2;2019
20403;03-05-2019;5;3;2019
20404;04-05-2019;5;4;2019
20405;05-05-2019;5;5;2019
20406;06-05-2019;5;6;2019
20407;07-05-2019;5;7;2019
20408;08-05-2019;5;8;2019
20409;09-05-2019;5;9;2019
20410;10-05-2019;5;10;2019
20411;11-05-2019;5;11;2019
20412;12-05-2019;5;12;2019
20413;13-05-2019;5;13;2019
20414;14-05-2019;5;14;2019
20415;15-05-2019;5;15;2019
20416;16-05-2019;5;16;2019
20417;17-05-2019;5;17;2019
20418;18-05-2019;5;18;2019
20419;19-05-2019;5;19;2019
20420;20-05-2019;5;20;2019
20421;21-05-2019;5;21;2019
20422;22-05-2019;5;22;2019
20423;23-05-2019;5;23;2019
20424;24-05-2019;5;24;2019
20425;25-05-2019;5;25;2019
20426;26-05-2019;5;26;2019
20427;27-05-2019;5;27;2019
20428;28-05-2019;5;28;2019
20429;29-05-2019;5;29;2019
20430;30-05-2019;5;30;2019
20431;31-05-2019;5;31;2019
20501;01-06-2019;6;1;2019
20502;02-06-2019;6;2;2019
20503;03-06-2019;6;3;2019
20504;04-06-2019;6;4;2019
20505;05-06-2019;6;5;2019
20506;06-06-2019;6;6;2019
20507;07-06-2019;6;7;2019
20508;08-06-2019;6;8;2019
20509;09-06-2019;6;9;2019
20510;10-06-2019;6;10;2019
20511;11-06-2019;6;11;2019
20512;12-06-2019;6;12;2019
20513;13-06-2019;6;13;2019
20514;14-06-2019;6;14;2019
20515;15-06-2019;6;15;2019
20516;16-06-2019;6;16;2019
20517;17-06-2019;6;17;2019
20518;18-06-2019;6;18;2019
20519;19-06-2019;6;19;2019
20520;20-06-2019;6;20;2019
20521;21-06-2019;6;21;2019
20522;22-06-2019;6;22;2019
20523;23-06-2019;6;23;2019
20524;24-06-2019;6;24;2019
20525;25-06-2019;6;25;2019
20526;26-06-2019;6;26;2019
20527;27-06-2019;6;27;2019
20528;28-06-2019;6;28;2019
20529;29-06-2019;6;29;2019
20530;30-06-2019;6;30;2019
20601;01-07-2019;7;1;2019
20602;02-07-2019;7;2;2019
20603;03-07-2019;7;3;2019
20604;04-07-2019;7;4;2019
20605;05-07-2019;7;5;2019
20606;06-07-2019;7;6;2019
20607;07-07-2019;7;7;2019
20608;08-07-2019;7;8;2019
20609;09-07-2019;7;9;2019
20610;10-07-2019;7;10;2019
20611;11-07-2019;7;11;2019
20612;12-07-2019;7;12;2019
20613;13-07-2019;7;13;2019
20614;14-07-2019;7;14;2019
20615;15-07-2019;7;15;2019
20616;16-07-2019;7;16;2019
20617;17-07-2019;7;17;2019
20618;18-07-2019;7;18;2019
20619;19-07-2019;7;19;2019
20620;20-07-2019;7;20;2019
20621;21-07-2019;7;21;2019
20622;22-07-2019;7;22;2019
20623;23-07-2019;7;23;2019
20624;24-07-2019;7;24;2019
20625;25-07-2019;7;25;2019
20626;26-07-2019;7;26;2019
20627;27-07-2019;7;27;2019
20628;28-07-2019;7;28;2019
20629;29-07-2019;7;29;2019
20630;30-07-2019;7;30;2019
20631;31-07-2019;7;31;2019
20701;01-08-2019;8;1;2019
20702;02-08-2019;8;2;2019
20703;03-08-2019;8;3;2019
20704;04-08-2019;8;4;2019
20705;05-08-2019;8;5;2019
20706;06-08-2019;8;6;2019
20707;07-08-2019;8;7;2019
20708;08-08-2019;8;8;2019
20709;09-08-2019;8;9;2019
20710;10-08-2019;8;10;2019
20711;11-08-2019;8;11;2019
20712;12-08-2019;8;12;2019
20713;13-08-2019;8;13;2019
20714;14-08-2019;8;14;2019
20715;15-08-2019;8;15;2019
20716;16-08-2019;8;16;2019
20717;17-08-2019;8;17;2019
20718;18-08-2019;8;18;2019
20719;19-08-2019;8;19;2019
20720;20-08-2019;8;20;2019
20721;21-08-2019;8;21;2019
20722;22-08-2019;8;22;2019
20723;23-08-2019;8;23;2019
20724;24-08-2019;8;24;2019
20725;25-08-2019;8;25;2019
20726;26-08-2019;8;26;2019
20727;27-08-2019;8;27;2019
20728;28-08-2019;8;28;2019
20729;29-08-2019;8;29;2019
20730;30-08-2019;8;30;2019
20731;31-08-2019;8;31;2019
20801;01-09-2019;9;1;2019
20802;02-09-2019;9;2;2019
20803;03-09-2019;9;3;2019
20804;04-09-2019;9;4;2019
20805;05-09-2019;9;5;2019
20806;06-09-2019;9;6;2019
20807;07-09-2019;9;7;2019
20808;08-09-2019;9;8;2019
20809;09-09-2019;9;9;2019
20810;10-09-2019;9;10;2019
20811;11-09-2019;9;11;2019
20812;12-09-2019;9;12;2019
20813;13-09-2019;9;13;2019
20814;14-09-2019;9;14;2019
20815;15-09-2019;9;15;2019
20816;16-09-2019;9;16;2019
20817;17-09-2019;9;17;2019
20818;18-09-2019;9;18;2019
20819;19-09-2019;9;19;2019
20820;20-09-2019;9;20;2019
20821;21-09-2019;9;21;2019
20822;22-09-2019;9;22;2019
20823;23-09-2019;9;23;2019
20824;24-09-2019;9;24;2019
20825;25-09-2019;9;25;2019
20826;26-09-2019;9;26;2019
20827;27-09-2019;9;27;2019
20828;28-09-2019;9;28;2019
20829;29-09-2019;9;29;2019
20830;30-09-2019;9;30;2019
20901;01-10-2019;10;1;2019
20902;02-10-2019;10;2;2019
20903;03-10-2019;10;3;2019
20904;04-10-2019;10;4;2019
20905;05-10-2019;10;5;2019
20906;06-10-2019;10;6;2019
20907;07-10-2019;10;7;2019
20908;08-10-2019;10;8;2019
20909;09-10-2019;10;9;2019
20910;10-10-2019;10;10;2019
20911;11-10-2019;10;11;2019
20912;12-10-2019;10;12;2019
20913;13-10-2019;10;13;2019
20914;14-10-2019;10;14;2019
20915;15-10-2019;10;15;2019
20916;16-10-2019;10;16;2019
20917;17-10-2019;10;17;2019
20918;18-10-2019;10;18;2019
20919;19-10-2019;10;19;2019
20920;20-10-2019;10;20;2019
20921;21-10-2019;10;21;2019
20922;22-10-2019;10;22;2019
20923;23-10-2019;10;23;2019
20924;24-10-2019;10;24;2019
20925;25-10-2019;10;25;2019
20926;26-10-2019;10;26;2019
20927;27-10-2019;10;27;2019
20928;28-10-2019;10;28;2019
20929;29-10-2019;10;29;2019
20930;30-10-2019;10;30;2019
20931;31-10-2019;10;31;2019
21001;01-11-2019;11;1;2019
21002;02-11-2019;11;2;2019
21003;03-11-2019;11;3;2019
21004;04-11-2019;11;4;2019
21005;05-11-2019;11;5;2019
21006;06-11-2019;11;6;2019
21007;07-11-2019;11;7;2019
21008;08-11-2019;11;8;2019
21009;09-11-2019;11;9;2019
21010;10-11-2019;11;10;2019
21011;11-11-2019;11;11;2019
21012;12-11-2019;11;12;2019
21013;13-11-2019;11;13;2019
21014;14-11-2019;11;14;2019
21015;15-11-2019;11;15;2019
21016;16-11-2019;11;16;2019
21017;17-11-2019;11;17;2019
21018;18-11-2019;11;18;2019
21019;19-11-2019;11;19;2019
21020;20-11-2019;11;20;2019
21021;21-11-2019;11;21;2019
21022;22-11-2019;11;22;2019
21023;23-11-2019;11;23;2019
21024;24-11-2019;11;24;2019
21025;25-11-2019;11;25;2019
21026;26-11-2019;11;26;2019
21027;27-11-2019;11;27;2019
21028;28-11-2019;11;28;2019
21029;29-11-2019;11;29;2019
21030;30-11-2019;11;30;2019
21101;01-12-2019;12;1;2019
21102;02-12-2019;12;2;2019
21103;03-12-2019;12;3;2019
21104;04-12-2019;12;4;2019
21105;05-12-2019;12;5;2019
21106;06-12-2019;12;6;2019
21107;07-12-2019;12;7;2019
21108;08-12-2019;12;8;2019
21109;09-12-2019;12;9;2019
21110;10-12-2019;12;10;2019
21111;11-12-2019;12;11;2019
21112;12-12-2019;12;12;2019
21113;13-12-2019;12;13;2019
21114;14-12-2019;12;14;2019
21115;15-12-2019;12;15;2019
21116;16-12-2019;12;16;2019
21117;17-12-2019;12;17;2019
21118;18-12-2019;12;18;2019
21119;19-12-2019;12;19;2019
21120;20-12-2019;12;20;2019
21121;21-12-2019;12;21;2019
21122;22-12-2019;12;22;2019
21123;23-12-2019;12;23;2019
21124;24-12-2019;12;24;2019
21125;25-12-2019;12;25;2019
21126;26-12-2019;12;26;2019
21127;27-12-2019;12;27;2019
21128;28-12-2019;12;28;2019
21129;29-12-2019;12;29;2019
21130;30-12-2019;12;30;2019
21131;31-12-2019;12;31;2019
30001;01-01-2020;1;1;2020
30002;02-01-2020;1;2;2020
30003;03-01-2020;1;3;2020
30004;04-01-2020;1;4;2020
30005;05-01-2020;1;5;2020
30006;06-01-2020;1;6;2020
30007;07-01-2020;1;7;2020
30008;08-01-2020;1;8;2020
30009;09-01-2020;1;9;2020
30010;10-01-2020;1;10;2020
30011;11-01-2020;1;11;2020
30012;12-01-2020;1;12;2020
30013;13-01-2020;1;13;2020
30014;14-01-2020;1;14;2020
30015;15-01-2020;1;15;2020
30016;16-01-2020;1;16;2020
30017;17-01-2020;1;17;2020
30018;18-01-2020;1;18;2020
30019;19-01-2020;1;19;2020
30020;20-01-2020;1;20;2020
30021;21-01-2020;1;21;2020
30022;22-01-2020;1;22;2020
30023;23-01-2020;1;23;2020
30024;24-01-2020;1;24;2020
30025;25-01-2020;1;25;2020
30026;26-01-2020;1;26;2020
30027;27-01-2020;1;27;2020
30028;28-01-2020;1;28;2020
30029;29-01-2020;1;29;2020
30030;30-01-2020;1;30;2020
30031;31-01-2020;1;31;2020
30101;01-02-2020;2;1;2020
30102;02-02-2020;2;2;2020
30103;03-02-2020;2;3;2020
30104;04-02-2020;2;4;2020
30105;05-02-2020;2;5;2020
30106;06-02-2020;2;6;2020
30107;07-02-2020;2;7;2020
30108;08-02-2020;2;8;2020
30109;09-02-2020;2;9;2020
30110;10-02-2020;2;10;2020
30111;11-02-2020;2;11;2020
30112;12-02-2020;2;12;2020
30113;13-02-2020;2;13;2020
30114;14-02-2020;2;14;2020
30115;15-02-2020;2;15;2020
30116;16-02-2020;2;16;2020
30117;17-02-2020;2;17;2020
30118;18-02-2020;2;18;2020
30119;19-02-2020;2;19;2020
30120;20-02-2020;2;20;2020
30121;21-02-2020;2;21;2020
30122;22-02-2020;2;22;2020
30123;23-02-2020;2;23;2020
30124;24-02-2020;2;24;2020
30125;25-02-2020;2;25;2020
30126;26-02-2020;2;26;2020
30127;27-02-2020;2;27;2020
30128;28-02-2020;2;28;2020
30129;29-02-2020;2;29;2020
30201;01-03-2020;3;1;2020
30202;02-03-2020;3;2;2020
30203;03-03-2020;3;3;2020
30204;04-03-2020;3;4;2020
30205;05-03-2020;3;5;2020
30206;06-03-2020;3;6;2020
30207;07-03-2020;3;7;2020
30208;08-03-2020;3;8;2020
30209;09-03-2020;3;9;2020
30210;10-03-2020;3;10;2020
30211;11-03-2020;3;11;2020
30212;12-03-2020;3;12;2020
30213;13-03-2020;3;13;2020
30214;14-03-2020;3;14;2020
30215;15-03-2020;3;15;2020
30216;16-03-2020;3;16;2020
30217;17-03-2020;3;17;2020
30218;18-03-2020;3;18;2020
30219;19-03-2020;3;19;2020
30220;20-03-2020;3;20;2020
30221;21-03-2020;3;21;2020
30222;22-03-2020;3;22;2020
30223;23-03-2020;3;23;2020
30224;24-03-2020;3;24;2020
30225;25-03-2020;3;25;2020
30226;26-03-2020;3;26;2020
30227;27-03-2020;3;27;2020
30228;28-03-2020;3;28;2020
30229;29-03-2020;3;29;2020
30230;30-03-2020;3;30;2020
30231;31-03-2020;3;31;2020
30301;01-04-2020;4;1;2020
30302;02-04-2020;4;2;2020
30303;03-04-2020;4;3;2020
30304;04-04-2020;4;4;2020
30305;05-04-2020;4;5;2020
30306;06-04-2020;4;6;2020
30307;07-04-2020;4;7;2020
30308;08-04-2020;4;8;2020
30309;09-04-2020;4;9;2020
30310;10-04-2020;4;10;2020
30311;11-04-2020;4;11;2020
30312;12-04-2020;4;12;2020
30313;13-04-2020;4;13;2020
30314;14-04-2020;4;14;2020
30315;15-04-2020;4;15;2020
30316;16-04-2020;4;16;2020
30317;17-04-2020;4;17;2020
30318;18-04-2020;4;18;2020
30319;19-04-2020;4;19;2020
30320;20-04-2020;4;20;2020
30321;21-04-2020;4;21;2020
30322;22-04-2020;4;22;2020
30323;23-04-2020;4;23;2020
30324;24-04-2020;4;24;2020
30325;25-04-2020;4;25;2020
30326;26-04-2020;4;26;2020
30327;27-04-2020;4;27;2020
30328;28-04-2020;4;28;2020
30329;29-04-2020;4;29;2020
30330;30-04-2020;4;30;2020
30401;01-05-2020;5;1;2020
30402;02-05-2020;5;2;2020
30403;03-05-2020;5;3;2020
30404;04-05-2020;5;4;2020
30405;05-05-2020;5;5;2020
30406;06-05-2020;5;6;2020
30407;07-05-2020;5;7;2020
30408;08-05-2020;5;8;2020
30409;09-05-2020;5;9;2020
30410;10-05-2020;5;10;2020
